2108	24	7	123	9	4	5	
4841	163	10	111	9	5	4	
3857	182	7	124	10	6	4	
4405	196	10	100	8	4	4	
2627	52	12	139	7	5	4	
1237	181	8	106	9	5	3	
4104	163	9	111	9	4	4	
1427	63	7	112	9	6	5	
4520	106	6	108	8	4	5	
4864	140	13	123	9	6	3	
669	129	14	119	10	4	4	
4958	126	10	126	8	4	5	
1166	122	7	115	11	6	4	
210	183	6	121	8	5	5	
1807	43	17	123	8	6	4	
431	57	5	104	9	6	4	
4514	138	10	114	7	4	4	
4127	72	18	126	9	5	5	
2156	17	11	113	9	3	5	
3885	34	8	119	11	6	4	
1256	2	11	121	9	5	5	
3753	193	11	118	10	5	3	
4378	32	8	110	7	4	4	
3804	182	13	124	9	4	4	
4569	25	12	110	7	4	4	
1830	156	14	103	9	6	4	
1237	94	8	119	10	5	3	
3576	69	14	124	8	4	4	
117	174	5	96	8	4	3	
54	88	11	118	8	6	5	
2162	25	6	110	8	4	4	
2034	192	4	113	9	5	4	
3157	12	13	120	8	4	5	
2984	26	13	107	8	4	5	
1191	138	15	114	9	6	4	
1374	32	11	110	11	6	4	
563	49	9	109	9	5	3	
1523	143	10	120	9	4	4	
610	14	12	95	9	4	5	
3368	180	15	130	8	5	4	
523	23	16	121	10	5	4	
56	49	13	109	7	6	3	
1312	150	8	113	11	4	3	
2599	117	12	98	9	6	4	
2890	173	6	97	9	6	4	
368	203	14	109	10	4	4	
2872	79	11	109	10	4	5	
3923	209	13	114	10	5	3	
3299	163	18	111	6	5	4	
49	38	13	118	8	7	4	
239	27	5	107	7	6	4	
1494	68	8	108	10	6	3	
1372	92	5	124	10	4	4	
1061	32	11	110	9	5	4	
4375	182	11	124	8	5	4	
155	81	15	113	10	6	5	
3213	66	12	104	9	5	3	
1293	204	14	132	9	6	3	
4463	82	14	120	7	4	4	
371	174	8	96	9	5	3	
4038	179	10	111	10	5	3	
3112	191	11	120	9	5	4	
4115	26	6	107	8	4	5	
3356	202	8	99	11	5	3	
3081	61	4	114	8	5	5	
2621	33	14	106	8	6	5	
2765	26	12	107	7	5	5	
3088	9	12	106	8	6	5	
1512	87	7	127	10	5	4	
4838	76	12	113	8	6	5	
3851	61	17	114	8	6	5	
1242	18	10	109	10	6	4	
3728	90	8	113	9	5	4	
4362	99	14	127	9	5	4	
2302	186	9	136	11	5	3	
4544	46	16	91	5	4	5	
863	73	11	130	10	4	4	
388	187	14	110	10	4	4	
3770	81	15	113	9	3	5	
4856	6	15	121	9	5	4	
4574	155	13	113	10	5	4	
2074	73	14	130	8	5	4	
3015	66	13	104	8	5	3	
1432	22	13	115	9	5	5	
2220	197	9	111	9	4	4	
3582	93	15	116	10	5	4	
178	195	8	113	11	7	3	
2091	63	11	112	8	6	5	
1141	133	10	110	11	6	5	
561	14	6	95	9	6	5	
1276	0	6	127	9	5	5	
3318	64	17	134	8	5	4	
4090	150	18	113	10	4	3	
4154	18	14	109	10	5	4	
2390	43	8	123	7	4	4	
3347	58	7	101	10	6	4	
4775	102	14	109	9	4	4	
1491	125	11	95	11	6	3	
4022	27	10	107	8	4	4	
3720	133	17	110	8	3	5	
3928	188	18	119	9	4	5	
1827	40	11	100	8	6	6	
83	170	9	138	9	6	4	
810	70	9	136	9	4	5	
3105	182	18	124	8	5	4	
612	54	12	121	9	5	4	
3005	168	13	124	7	4	4	
4768	20	9	113	8	3	6	
641	101	7	116	9	4	3	
2661	189	21	127	11	5	4	
2763	168	11	124	7	4	4	
876	49	7	109	8	4	3	
1577	100	15	126	11	5	4	
1645	71	10	129	9	4	4	
2524	144	11	100	9	6	5	
3034	197	11	111	8	4	4	
1250	126	10	126	9	5	5	
2271	193	14	118	10	5	3	
2205	75	11	117	9	5	6	
4169	24	16	123	9	5	5	
4385	43	12	123	8	6	4	
2204	89	16	117	9	4	4	
3954	106	13	108	9	5	5	
2301	127	15	116	10	6	4	
3508	169	11	121	8	5	5	
1822	207	9	127	8	6	4	
2526	143	19	120	9	7	4	
980	77	9	114	10	7	5	
577	129	10	119	11	7	4	
2873	144	9	100	9	5	5	
3388	144	12	100	7	3	5	
2554	204	12	132	8	5	3	
4012	117	13	98	7	4	4	
1714	104	9	112	12	5	4	
229	179	12	111	10	5	3	
1587	23	13	121	12	5	4	
2978	130	6	130	9	4	5	
3344	186	5	136	9	4	3	
4926	155	12	113	9	4	4	
3245	176	13	101	10	5	4	
4581	103	8	105	9	4	3	
3551	23	11	121	9	3	4	
2620	189	10	127	10	6	4	
558	136	10	124	8	5	4	
4718	122	11	115	9	2	4	
823	1	14	108	8	6	6	
2224	127	13	116	8	4	4	
1266	93	14	116	12	6	4	
2746	184	11	123	9	5	4	
401	57	9	104	8	4	4	
3750	85	6	107	10	4	4	
1150	64	5	134	11	5	4	
2583	169	8	121	8	5	5	
3316	175	12	127	7	4	4	
2143	0	8	127	7	3	5	
766	161	10	110	8	4	4	
4764	88	15	118	7	4	5	
760	25	12	110	7	4	4	
3096	136	14	124	7	6	4	
4098	109	16	122	9	4	3	
4807	145	13	126	10	6	4	
2605	18	9	109	11	6	4	
393	27	9	107	9	6	4	
121	53	6	101	8	6	5	
2830	133	5	110	10	4	5	
3973	0	11	127	9	6	5	
1132	119	8	124	10	6	4	
752	145	11	126	9	6	4	
1261	170	5	138	9	6	4	
928	1	13	108	6	5	6	
4594	4	11	122	7	2	5	
1849	204	7	132	8	4	3	
614	166	10	100	10	4	4	
3024	4	10	122	7	6	5	
4957	184	13	123	10	4	4	
1048	91	10	123	10	7	5	
2466	182	11	124	10	5	4	
1392	41	5	126	8	5	5	
4348	143	15	120	7	5	4	
2266	89	10	117	9	4	4	
446	52	6	139	7	6	4	
4007	43	20	123	7	5	4	
691	38	14	118	10	5	4	
578	177	10	115	10	7	3	
1417	177	10	115	10	4	3	
466	199	12	102	9	4	4	
1932	117	12	98	10	5	4	
4525	48	12	99	7	5	4	
3532	5	10	120	7	5	5	
4762	39	12	115	7	4	5	
30	60	17	100	9	5	4	
4544	18	16	109	7	4	4	
2407	2	7	121	7	3	5	
2577	95	10	118	10	5	4	
2259	185	10	125	10	4	4	
4354	206	12	102	9	5	3	
3570	206	12	102	11	5	3	
2010	146	12	118	7	4	4	
35	97	13	103	10	6	4	
1695	191	9	120	12	4	4	
4808	190	16	109	9	5	5	
1419	171	5	94	9	5	4	
2013	180	7	130	8	4	4	
4612	132	16	124	8	3	5	
3911	77	9	114	10	6	5	
3844	203	13	109	9	6	4	
4998	165	8	140	9	4	3	
81	29	6	120	10	6	3	
225	22	12	115	9	4	5	
3790	84	10	120	10	4	3	
1785	150	5	113	10	5	3	
3174	25	4	110	8	4	4	
1924	53	10	101	8	5	5	
3107	16	19	127	8	5	4	
1458	54	16	121	9	6	4	
4821	33	11	106	7	5	5	
2665	13	14	132	10	5	4	
3511	20	24	113	7	4	6	
2595	124	11	119	10	5	4	
4158	9	12	106	8	5	5	
2527	125	12	95	10	5	3	
3437	27	9	107	9	4	4	
1009	206	8	102	12	7	3	
1882	183	9	121	8	4	5	
268	7	8	105	8	5	5	
3519	152	16	112	8	4	5	
4593	20	18	113	7	3	6	
3378	49	9	109	8	6	3	
3739	85	8	107	9	4	4	
2740	99	20	127	11	6	4	
1918	38	12	118	9	5	4	
2658	41	14	126	9	6	5	
4552	119	10	124	7	5	4	
671	91	17	123	10	4	5	
2819	146	10	118	10	5	4	
2849	38	13	118	8	4	4	
1450	70	11	136	9	6	5	
1638	205	14	108	10	5	4	
4459	14	18	95	7	4	5	
3686	203	14	109	8	3	4	
4405	196	10	100	8	4	4	
728	65	8	104	7	4	4	
3493	68	17	108	9	4	3	
87	55	11	96	8	4	4	
2007	1	7	108	6	4	6	
832	86	9	108	8	5	5	
1004	14	5	95	9	7	5	
1020	157	8	107	9	6	3	
4098	178	16	101	9	4	4	
672	147	10	109	11	5	5	
653	90	7	113	10	4	4	
2973	53	10	101	8	4	5	
888	127	8	116	9	4	4	
2562	167	10	115	7	5	5	
4904	23	10	121	10	5	4	
3638	168	14	124	8	4	4	
254	107	6	124	8	6	4	
3768	63	11	112	8	3	5	
3855	98	13	103	9	7	5	
1228	98	19	103	9	5	5	
3843	67	11	111	7	5	4	
779	99	9	127	10	4	4	
2126	147	7	109	9	4	5	
4694	18	13	109	10	5	4	
4144	32	20	110	8	4	4	
2300	166	11	100	10	6	4	
2934	120	9	111	10	4	4	
1012	180	10	130	11	6	4	
2768	194	8	107	9	5	4	
2613	121	8	117	10	6	3	
3864	194	8	107	9	5	4	
2189	197	4	111	10	4	4	
3472	114	19	125	8	4	4	
1425	37	10	89	9	5	5	
835	53	10	101	9	6	5	
1430	112	12	120	8	6	4	
4216	5	12	120	9	4	5	
3769	193	16	118	9	2	3	
3010	169	9	121	8	5	5	
4264	94	11	119	11	4	3	
3064	181	11	106	9	5	3	
4808	159	16	107	10	5	3	
620	24	10	123	11	4	5	
3516	205	15	108	8	3	4	
2926	202	7	99	12	5	3	
2328	198	8	106	12	5	3	
4509	82	14	120	6	4	4	
4560	207	10	127	9	5	4	
416	151	11	114	11	4	4	
1464	63	10	112	10	6	5	
4200	9	10	106	9	5	5	
4543	8	21	125	6	4	4	
2257	124	12	119	9	5	4	
1197	81	13	113	9	6	5	
4319	60	14	100	9	5	4	
1244	206	8	102	10	6	3	
3935	198	13	106	11	5	3	
929	100	10	126	9	6	4	
1467	91	10	123	10	5	5	
2546	35	8	111	7	7	5	
884	142	5	118	8	4	5	
4294	1	7	108	6	5	6	
2276	48	13	99	9	5	4	
4761	102	13	109	8	3	4	
369	112	12	120	8	4	4	
3779	15	12	118	9	3	5	
1504	107	9	124	9	6	4	
3120	90	8	113	9	5	4	
4559	129	11	119	8	4	4	
2797	174	15	96	9	6	3	
4792	58	16	101	8	4	4	
1110	179	13	111	11	7	3	
981	170	14	138	10	6	4	
871	166	11	100	11	4	4	
4745	103	12	105	9	4	3	
3030	168	12	124	7	5	4	
3061	18	4	109	9	5	4	
1738	66	6	104	7	5	3	
2827	82	7	120	8	4	4	
2884	136	7	124	9	5	4	
3974	168	10	124	9	6	4	
3775	166	12	100	11	4	4	
3757	130	11	130	8	4	5	
3668	184	10	123	10	4	4	
4547	82	10	120	6	4	4	
3327	187	14	110	9	5	4	
741	3	12	110	9	5	6	
3647	141	15	91	11	4	4	
2941	92	14	124	11	4	4	
799	11	10	112	7	5	5	
4169	117	16	98	8	5	4	
1408	72	14	126	10	5	5	
4617	58	12	101	9	3	4	
4784	108	12	107	10	3	4	
3292	207	20	127	7	5	4	
3665	161	13	110	10	5	4	
1322	143	14	120	10	5	4	
4318	108	19	107	8	4	4	
4007	154	20	108	8	5	5	
4423	163	18	111	7	3	4	
3696	118	11	127	9	4	3	
1820	94	13	119	9	5	3	
2252	109	5	122	10	4	3	
2955	48	6	99	10	4	4	
3846	73	11	130	8	4	4	
1221	116	11	110	8	5	3	
579	155	9	113	11	5	4	
2462	70	11	136	9	5	5	
2516	17	9	113	9	6	5	
1984	85	9	107	9	5	4	
377	134	8	137	9	5	4	
4781	95	16	118	10	2	4	
1598	86	12	108	8	5	5	
766	55	10	96	8	4	4	
4120	170	12	138	10	5	4	
4447	124	13	119	10	4	4	
4092	193	21	118	9	4	3	
88	201	9	118	9	4	4	
3920	9	8	106	8	6	5	
4460	188	16	119	8	4	5	
4927	188	11	119	9	5	5	
203	7	5	105	9	6	5	
2799	192	11	113	9	5	4	
3686	140	14	123	8	3	3	
4261	136	9	124	10	5	4	
2273	199	16	102	11	6	4	
4611	74	6	118	8	4	5	
3886	91	14	123	10	6	5	
4036	80	12	135	9	5	4	
1547	71	8	129	11	5	4	
4390	135	10	114	9	4	5	
2232	36	8	103	7	4	4	
1782	74	12	118	7	4	5	
2144	139	9	106	9	4	4	
4453	134	12	137	9	5	4	
1874	84	12	120	10	4	3	
4171	72	7	126	10	5	5	
3529	81	11	113	8	5	5	
3654	127	15	116	11	4	4	
4134	64	17	134	9	5	4	
2064	6	8	121	8	4	4	
4463	171	14	94	7	4	4	
492	109	10	122	9	4	3	
4133	36	14	103	9	5	4	
1129	95	5	118	11	6	4	
3823	147	20	109	9	5	5	
2425	167	11	115	8	5	5	
1618	48	14	99	10	6	4	
396	71	11	129	9	6	4	
1264	4	8	122	8	5	5	
4292	43	14	123	7	4	4	
993	141	12	91	10	6	4	
4678	175	7	127	9	5	4	
3922	120	10	111	10	5	4	
967	51	12	108	7	6	5	
740	182	15	124	9	4	4	
1575	127	15	116	12	5	4	
987	47	10	110	7	6	4	
1895	36	10	103	7	4	4	
3944	70	21	136	9	5	5	
2336	16	8	127	10	4	4	
4045	60	19	100	8	6	4	
3477	59	19	123	8	3	3	
2929	114	14	125	11	4	4	
2491	79	8	109	10	3	5	
4794	98	15	103	8	5	5	
2905	81	8	113	10	5	5	
3491	163	15	111	8	4	4	
2339	62	8	125	9	4	4	
4996	9	9	106	8	4	5	
287	156	7	103	10	6	4	
3843	156	11	103	8	5	4	
4624	91	6	123	9	3	5	
1783	122	11	115	9	5	4	
858	98	11	103	9	3	5	
3409	110	16	110	9	4	4	
2930	129	11	119	10	4	4	
213	57	15	104	7	4	4	
3486	30	8	103	10	5	4	
1871	200	18	114	12	5	3	
160	63	9	112	9	5	5	
878	78	7	130	9	4	4	
1902	54	8	121	8	6	4	
3349	123	11	117	11	6	3	
3994	12	10	120	10	6	5	
4097	69	8	124	8	4	4	
2043	84	11	120	8	4	3	
1696	37	9	89	11	5	5	
3396	51	4	108	6	4	5	
3295	150	15	113	8	4	3	
4486	83	10	117	9	3	4	
1068	6	11	121	10	7	4	
2859	136	10	124	9	5	4	
4858	92	13	124	10	6	4	
958	103	12	105	10	6	3	
2038	74	6	118	8	5	5	
4845	51	9	108	8	6	5	
2651	140	13	123	10	4	3	
1763	33	7	106	7	5	5	
3040	13	11	132	8	6	4	
1475	154	12	108	10	5	5	
826	163	11	111	9	5	4	
473	81	13	113	9	5	5	
4270	180	15	130	9	4	4	
4439	80	12	135	8	4	4	
3034	180	11	130	7	4	4	
6	31	6	112	8	6	5	
927	155	14	113	10	5	4	
4041	169	19	121	7	5	5	
1289	65	12	104	8	6	4	
1763	137	7	106	7	5	5	
3792	70	14	136	9	3	5	
939	5	13	120	8	5	5	
4590	89	12	117	8	2	4	
2343	72	6	126	10	5	5	
4170	13	13	132	8	4	4	
1958	191	9	120	11	5	4	
1389	170	18	138	9	5	4	
2887	117	8	98	8	4	4	
2212	82	8	120	8	4	4	
3999	155	11	113	12	6	4	
4799	179	14	111	10	5	3	
3516	93	15	116	9	3	4	
2603	168	11	124	9	7	4	
3039	41	15	126	7	6	5	
4912	152	9	112	9	4	5	
4257	96	8	116	9	4	5	
3365	43	16	123	7	6	4	
2178	82	6	120	8	5	4	
3578	3	14	110	8	5	6	
3763	96	11	116	10	4	5	
1593	29	7	120	11	5	3	
4360	25	12	110	8	5	4	
2659	86	13	108	9	6	5	
4362	203	14	109	8	5	4	
1385	114	4	125	11	6	4	
1760	180	9	130	9	6	4	
1844	90	10	113	9	4	4	
681	10	21	120	9	5	6	
4893	60	13	100	9	5	4	
4444	14	13	95	8	4	5	
4400	196	12	100	8	6	4	
4068	5	9	120	8	5	5	
664	90	15	113	11	5	4	
1692	134	9	137	10	4	4	
1870	185	8	125	10	4	4	
2847	149	13	116	10	5	4	
3299	193	18	118	7	5	3	
3554	139	13	106	9	4	4	
2961	171	11	94	8	4	4	
1203	197	11	111	11	6	4	
3509	69	14	124	7	5	4	
3963	202	17	99	11	5	3	
4792	208	16	118	8	4	3	
4852	89	7	117	10	5	4	
3517	194	12	107	9	4	4	
2656	162	16	104	10	6	5	
1891	176	6	101	9	5	4	
4111	156	13	103	10	5	4	
221	171	9	94	8	5	4	
2467	93	11	116	10	5	4	
2969	119	9	124	9	4	4	
5	91	10	123	8	5	5	
3885	59	8	123	11	6	3	
4874	28	12	110	9	5	4	
931	28	18	110	10	6	4	
4568	56	7	111	7	4	5	
3943	2	10	121	10	6	5	
534	33	12	106	10	6	5	
4435	88	9	118	7	3	5	
92	60	10	100	10	5	4	
74	75	10	117	9	6	6	
1981	201	13	118	9	4	4	
3288	101	5	116	8	4	3	
2324	155	8	113	12	4	4	
1636	54	16	121	8	6	4	
2372	150	10	113	11	4	3	
3680	161	7	110	7	3	4	
906	115	9	114	9	3	4	
4667	37	12	89	7	4	5	
2373	51	13	108	8	4	5	
3863	22	17	115	9	6	5	
4353	32	14	110	7	5	4	
1619	42	13	110	9	5	5	
2688	171	12	94	9	5	4	
3241	174	10	96	10	5	3	
4410	205	13	108	9	5	4	
868	40	9	100	8	4	6	
1370	53	7	101	8	5	5	
2757	192	7	113	9	6	4	
3614	180	11	130	10	4	4	
4444	157	13	107	9	4	3	
211	168	6	124	7	5	4	
1441	2	9	121	10	6	5	
3162	0	7	127	8	4	5	
715	83	3	117	9	4	4	
2255	139	11	106	9	4	4	
4332	191	15	120	8	4	4	
3780	78	12	130	9	3	4	
3031	35	17	111	5	5	5	
1075	123	9	117	12	5	3	
1191	19	15	112	9	6	5	
1236	103	12	105	10	7	3	
4538	191	15	120	8	4	4	
1812	20	15	113	7	5	6	
2107	149	5	116	9	3	4	
534	66	12	104	10	6	3	
4605	94	13	119	9	3	3	
1426	115	9	114	8	5	4	
4787	107	21	124	7	5	4	
4680	122	7	115	10	5	4	
1895	15	10	118	7	4	5	
658	112	17	120	10	5	4	
3933	126	8	126	9	5	5	
3392	130	10	130	7	3	5	
1755	17	10	113	9	7	5	
35	22	13	115	10	6	5	
77	1	14	108	7	6	6	
1102	109	10	122	10	5	3	
607	161	11	110	10	4	4	
246	132	12	124	8	6	5	
3277	192	7	113	8	4	4	
4817	84	8	120	9	5	3	
3402	68	12	108	9	4	3	
1446	153	12	118	10	7	4	
3479	91	14	123	8	4	5	
4800	64	12	134	8	5	4	
6	13	6	132	8	6	4	
4811	80	13	135	8	4	4	
4047	62	17	125	8	5	4	
2968	184	9	123	9	3	4	
4498	132	14	124	8	4	5	
1919	125	9	95	9	4	3	
4781	129	16	119	9	2	4	
2196	200	11	114	12	6	3	
1943	70	13	136	10	5	5	
3344	53	5	101	6	4	5	
4254	144	17	100	8	4	5	
317	186	8	136	9	4	3	
3715	24	14	123	8	5	5	
808	200	11	114	13	6	3	
649	196	7	100	10	4	4	
4798	168	16	124	7	4	4	
2844	17	11	113	10	5	5	
3648	157	10	107	10	4	3	
4432	129	9	119	8	2	4	
244	142	15	118	7	5	5	
3609	207	10	127	9	3	4	
4052	160	13	115	8	5	4	
2980	34	15	119	10	5	4	
1933	120	9	111	10	5	4	
3921	83	12	117	10	5	4	
1846	197	8	111	10	5	4	
1586	26	12	107	11	6	5	
2281	20	12	113	9	5	6	
4113	49	15	109	8	5	3	
3392	112	10	120	7	3	4	
2800	172	9	122	8	5	3	
2181	131	15	98	7	4	6	
542	95	10	118	11	6	4	
4266	14	13	95	8	4	5	
2426	191	12	120	9	4	4	
3052	161	16	110	7	5	4	
4059	192	14	113	9	5	4	
2420	31	10	112	8	4	5	
571	60	9	100	9	5	4	
3479	196	14	100	8	4	4	
16	200	5	114	10	6	3	
4188	203	14	109	11	5	4	
3984	107	11	124	10	5	4	
533	168	14	124	10	6	4	
4049	25	21	110	7	5	4	
3313	76	12	113	7	5	5	
1309	84	7	120	9	4	3	
459	63	12	112	9	6	5	
1831	12	12	120	9	7	5	
2721	23	12	121	9	6	4	
3247	182	9	124	9	5	4	
3545	114	10	125	10	4	4	
4891	152	12	112	10	5	5	
4491	8	6	125	9	4	4	
2529	74	13	118	9	6	5	
3923	126	13	126	8	5	5	
3736	6	9	121	8	5	4	
4544	182	16	124	7	4	4	
821	6	14	121	9	6	4	
3519	125	16	95	8	4	3	
816	43	9	123	9	5	4	
4713	63	12	112	8	3	5	
662	125	17	95	11	4	3	
4557	57	13	104	7	4	4	
1126	129	15	119	11	6	4	
4789	172	14	122	8	4	3	
345	200	13	114	11	3	3	
2019	26	10	107	6	3	5	
2360	93	12	116	12	4	4	
4496	78	10	130	9	5	4	
3423	43	11	123	8	4	4	
868	159	9	107	11	4	3	
210	138	6	114	7	5	4	
947	195	4	113	10	6	3	
3897	197	10	111	11	6	4	
1771	97	13	103	8	5	4	
825	94	7	119	10	4	3	
2874	113	10	121	8	5	5	
3848	102	10	109	8	5	4	
3851	156	17	103	9	6	4	
1598	110	12	110	9	5	4	
2474	71	7	129	10	4	4	
4533	163	8	111	7	4	4	
1911	79	13	109	9	4	5	
1735	185	14	125	10	5	4	
2202	86	14	108	8	5	5	
831	113	12	121	8	5	5	
553	107	15	124	9	6	4	
3559	116	11	110	10	6	3	
3218	77	9	114	9	4	5	
3223	122	7	115	11	6	4	
346	14	9	95	7	3	5	
4836	0	7	127	9	6	5	
1717	69	6	124	7	5	4	
546	14	16	95	9	5	5	
970	89	8	117	10	6	4	
911	78	9	130	11	4	4	
814	64	11	134	10	4	4	
2668	27	14	107	9	4	4	
2168	163	8	111	9	5	4	
1633	208	13	118	10	6	3	
4985	180	8	130	10	5	4	
1123	124	10	119	11	7	4	
839	174	11	96	10	5	3	
3335	54	11	121	8	4	4	
1888	70	12	136	7	4	5	
4015	187	11	110	10	4	4	
1566	69	8	124	10	5	4	
2546	99	8	127	10	7	4	
498	135	11	114	10	6	5	
2579	205	8	108	10	6	4	
3974	90	10	113	10	6	4	
3272	179	11	111	9	5	3	
4002	126	9	126	9	5	5	
3548	163	18	111	8	4	4	
4317	151	9	114	10	5	4	
3923	11	13	112	7	5	5	
2311	157	13	107	9	3	3	
1263	64	14	134	10	5	4	
1398	19	12	112	8	4	5	
4263	119	10	124	9	5	4	
3158	155	16	113	11	5	4	
3448	0	12	127	9	4	5	
156	10	12	120	9	6	6	
1772	195	14	113	10	6	3	
3850	189	12	127	10	6	4	
1571	125	12	95	11	5	3	
1290	46	8	91	7	6	5	
2465	178	10	101	9	4	4	
2743	3	10	110	8	6	6	
4114	141	15	91	9	4	4	
510	107	8	124	9	6	4	
678	144	20	100	11	5	5	
4015	50	11	102	8	4	4	
3535	23	16	121	10	5	4	
260	1	8	108	7	6	6	
871	147	11	109	11	4	5	
4648	47	11	110	7	4	4	
411	133	9	110	9	4	5	
2369	82	10	120	9	4	4	
4878	190	17	109	9	4	5	
4268	72	14	126	9	5	5	
