115	114	
2150	88	
2403	183	
2740	145	
4361	175	
4596	194	
800	74	
1703	195	
932	143	
4951	67	
1946	185	
787	157	
1075	66	
2983	37	
2865	96	
3069	159	
3271	108	
2555	201	
3244	63	
909	94	
714	178	
702	54	
4779	61	
4447	20	
319	13	
4788	3	
963	59	
3966	77	
2345	121	
4098	82	
4107	103	
4070	182	
2513	132	
1006	207	
3907	129	
646	55	
550	193	
610	82	
1267	115	
3264	105	
731	79	
3802	15	
4242	116	
2433	132	
1851	144	
1891	185	
3658	113	
2511	116	
783	22	
4956	13	
3176	80	
2618	143	
2350	144	
990	173	
3249	85	
4617	36	
495	133	
2577	19	
2319	145	
3475	8	
2748	42	
4342	75	
1735	62	
1868	199	
1416	203	
1846	168	
1603	176	
4566	170	
4565	32	
2387	85	
3906	189	
4087	79	
2056	39	
1687	175	
63	137	
2462	74	
651	27	
46	202	
2299	88	
537	23	
3916	165	
1136	124	
3354	15	
2825	53	
382	66	
2979	47	
4042	128	
4818	152	
2990	95	
4321	165	
4232	129	
3118	58	
4183	108	
1488	28	
4942	200	
3637	208	
823	65	
4316	114	
2776	73	
3450	144	
1580	206	
699	190	
4480	77	
869	17	
3583	136	
2220	67	
884	49	
2827	160	
95	191	
4123	108	
1750	149	
1914	204	
1825	65	
4617	181	
3496	27	
1598	164	
2920	37	
2125	139	
3192	11	
4558	107	
214	191	
4208	104	
85	74	
2058	85	
1437	84	
875	92	
3293	69	
45	54	
4932	113	
4504	26	
4529	121	
590	193	
4556	34	
4287	118	
2694	35	
1097	1	
1598	123	
1610	72	
682	24	
1282	44	
165	18	
1240	80	
2	190	
1427	78	
949	149	
2170	177	
3293	25	
1154	7	
451	37	
2722	113	
3831	176	
4604	133	
3550	194	
2848	141	
1719	93	
1589	145	
4972	83	
2997	105	
4470	151	
785	57	
571	165	
3256	37	
408	116	
3695	124	
2213	40	
4059	70	
2125	91	
4008	144	
803	170	
2259	24	
377	45	
2575	111	
3121	98	
2148	98	
3525	113	
1573	196	
3575	170	
503	29	
3864	85	
3889	20	
3627	158	
572	107	
3486	191	
1611	123	
2230	9	
4180	110	
482	162	
2286	5	
4998	66	
2030	151	
2558	95	
1747	73	
681	110	
2227	32	
1765	65	
2474	60	
958	34	
3702	162	
1966	64	
1301	167	
3695	29	
4380	122	
2897	192	
10	46	
1778	27	
3275	41	
321	53	
2555	175	
377	6	
4127	4	
3766	176	
3068	76	
870	120	
1126	77	
925	169	
1649	9	
58	104	
1265	66	
1994	121	
1543	150	
3126	177	
1290	107	
2505	198	
2660	189	
1581	49	
4557	52	
606	169	
247	85	
3300	195	
2578	192	
3008	77	
2500	182	
4543	167	
4336	139	
2832	176	
706	180	
3173	13	
1901	175	
1718	178	
4359	170	
2048	103	
726	6	
1838	175	
2284	74	
3284	126	
447	156	
2137	186	
428	152	
4910	60	
4630	197	
751	0	
2161	121	
2242	83	
1793	132	
2526	105	
1485	182	
3221	31	
2532	205	
2666	87	
637	122	
1767	28	
1509	108	
2596	108	
4739	80	
508	142	
4393	103	
1356	153	
110	170	
1597	175	
3884	56	
900	0	
4728	70	
4352	15	
2699	122	
510	129	
544	156	
2163	124	
4991	77	
1455	19	
2109	135	
3209	150	
841	112	
4983	188	
4134	67	
3126	79	
4163	149	
4794	89	
1372	13	
531	32	
4477	181	
3138	25	
299	57	
245	167	
4197	125	
4630	101	
124	57	
2929	112	
447	98	
4988	23	
2724	168	
3798	84	
4566	1	
564	109	
1236	164	
3454	149	
1876	74	
1775	36	
1161	59	
1689	143	
187	156	
3372	169	
4766	79	
1894	47	
2652	134	
1744	149	
4293	12	
3495	98	
4412	61	
3807	25	
593	24	
2825	190	
3174	105	
4167	202	
3731	176	
1845	24	
3432	74	
23	95	
138	11	
1888	142	
1677	117	
4141	78	
2792	35	
1653	20	
4583	21	
3970	152	
3619	104	
353	76	
3983	123	
2466	125	
4571	69	
1373	77	
3422	181	
1398	104	
2493	59	
3304	44	
2996	164	
4255	20	
4991	54	
3376	74	
756	133	
3727	110	
4641	187	
860	94	
2004	120	
2585	69	
1775	92	
4728	40	
3149	64	
2590	184	
3582	36	
2996	136	
3587	107	
4582	197	
1902	60	
3998	200	
3982	10	
3082	65	
3917	69	
4089	47	
1348	204	
1075	156	
4211	74	
2054	172	
2721	108	
763	32	
3514	201	
2081	159	
4318	193	
2298	145	
2994	79	
2317	104	
1537	131	
4745	21	
4938	195	
4861	206	
4474	46	
3564	79	
3487	71	
4794	158	
1999	92	
2392	159	
2001	108	
1653	22	
2251	23	
3988	58	
813	31	
4757	89	
2527	85	
145	167	
4305	44	
2536	2	
4325	64	
72	42	
1220	27	
2352	23	
2311	206	
4942	21	
2611	199	
2187	4	
4740	167	
1226	21	
194	178	
2103	150	
4926	195	
1982	43	
2584	36	
722	62	
4483	115	
4893	112	
1363	113	
2444	181	
2452	1	
928	18	
3258	119	
1187	175	
692	61	
4264	182	
3027	186	
2174	70	
3295	191	
570	16	
2113	175	
2644	25	
1814	6	
1321	158	
2431	84	
1273	47	
532	77	
2982	120	
4397	79	
1563	149	
3055	120	
4873	60	
3085	136	
3652	168	
1278	35	
3793	159	
2262	11	
3750	193	
1625	159	
1831	103	
87	90	
3188	60	
1539	166	
3739	124	
1672	58	
4620	57	
399	170	
4248	11	
3517	24	
992	10	
4562	163	
1633	177	
1019	151	
147	156	
934	48	
697	161	
816	0	
1688	134	
669	131	
2795	14	
4208	36	
1564	83	
2244	107	
910	189	
4977	206	
2525	150	
2304	20	
732	153	
975	142	
4345	32	
929	90	
4304	93	
601	25	
290	113	
4986	181	
4105	186	
4550	79	
1273	140	
1076	186	
3394	53	
4118	16	
3694	148	
1107	71	
3758	0	
4193	97	
85	83	
3612	163	
3363	180	
343	177	
1280	12	
3527	149	
4226	46	
393	173	
4295	153	
630	140	
1564	202	
745	128	
3808	32	
3550	147	
4412	71	
4693	203	
215	16	
336	7	
1638	9	
1099	34	
215	90	
1685	56	
2362	32	
4937	24	
4695	91	
4576	18	
2661	78	
2240	54	
341	175	
1493	102	
2135	99	
1246	205	
293	163	
4382	192	
2233	24	
3030	76	
3312	106	
2808	201	
4832	34	
4897	59	
1534	44	
4244	60	
4950	93	
3730	45	
3346	170	
760	15	
4256	3	
1848	110	
1824	152	
1617	17	
1303	42	
4805	197	
4138	196	
1254	35	
506	85	
1094	65	
3630	78	
3381	69	
2197	7	
2110	139	
3641	137	
4182	97	
3524	87	
2508	89	
1146	68	
4455	2	
2820	186	
262	172	
3974	126	
2322	51	
2085	26	
3327	68	
3940	88	
1626	14	
2032	158	
1703	15	
3238	107	
2775	24	
2732	182	
675	156	
456	102	
4019	169	
2094	155	
3578	3	
3274	45	
3237	82	
3480	182	
1410	159	
12	104	
3631	32	
267	151	
2579	152	
4680	36	
4746	49	
1365	205	
2627	141	
1085	34	
2460	186	
2259	0	
4683	119	
4251	181	
645	117	
1087	92	
3438	1	
2755	109	
1252	55	
988	148	
3587	205	
1610	99	
2510	148	
1116	192	
1767	109	
4003	203	
2224	109	
2399	8	
4485	186	
2609	61	
997	114	
1932	19	
161	73	
1890	87	
364	54	
3081	156	
2909	144	
1576	74	
4463	151	
4326	157	
1900	176	
4218	123	
4843	204	
2161	149	
4296	64	
3182	28	
4546	137	
1720	30	
4232	50	
2032	190	
1959	91	
423	138	
4731	115	
3598	103	
180	129	
4938	87	
1242	168	
592	144	
2490	25	
760	44	
4629	164	
182	64	
1847	68	
1031	195	
1203	206	
3722	101	
4835	191	
4200	195	
3812	152	
3520	162	
667	1	
4138	51	
4604	93	
427	56	
488	168	
2167	147	
1794	109	
1418	158	
472	134	
418	158	
1222	34	
920	149	
2009	200	
3525	44	
97	61	
1771	110	
4139	129	
1392	125	
680	66	
4827	5	
2755	78	
4641	103	
4578	70	
2490	19	
2727	185	
3956	121	
1454	113	
3023	28	
4009	68	
3879	131	
1130	6	
3216	17	
3831	98	
391	137	
4769	184	
2186	165	
4389	184	
3247	31	
4890	164	
4649	167	
4958	204	
1909	25	
4876	182	
1661	86	
118	16	
1344	54	
769	52	
1270	39	
2494	118	
2913	160	
1620	45	
3121	3	
4922	153	
580	195	
3548	24	
1030	89	
2799	171	
3779	123	
3905	14	
4447	160	
4359	16	
3585	142	
4815	160	
3548	80	
120	50	
367	166	
1937	182	
736	48	
3013	74	
298	160	
1126	61	
1884	193	
3498	131	
4777	75	
